Date,Category,Likes,Shares,Reposts,Comments
2022-11-18,Family,9316,144,25,3834
2022-11-18,Fashion,9213,571,24,3009
2022-11-18,Music,2854,605,175,9473
2022-11-18,Family,1740,154,193,3862
2022-11-18,Fitness,9410,99,153,171
2022-11-18,Fashion,672,976,115,1798
2022-11-18,Food,9770,936,141,4855
2022-11-18,Culture,5718,541,140,7688
2022-11-18,Health,4800,797,76,5283
2022-11-18,Family,6931,803,12,547
2022-11-18,Food,551,649,2,7383
2022-11-18,Music,5076,806,99,6427
2022-11-18,Food,9260,24,75,3862
2022-11-18,Health,1125,28,159,3233
2022-11-18,Food,1829,319,37,7305
2022-11-18,Travel,5893,977,3,3627
2022-11-18,Family,2300,283,103,4109
2022-11-18,Fitness,6583,788,35,9151
2022-11-18,Food,5287,716,181,2301
2022-11-19,Fashion,2931,946,13,2436
2022-11-19,Culture,6149,964,64,3925
2022-11-19,Travel,7111,516,86,6033
2022-11-19,Health,5134,284,18,6913
2022-11-19,Health,2910,157,42,1369
2022-11-19,Family,218,268,10,1942
2022-11-19,Culture,6800,277,152,5534
2022-11-19,Family,8067,586,5,9811
2022-11-19,Food,2750,418,140,5205
2022-11-19,Travel,4281,648,146,6745
2022-11-19,Travel,2573,686,89,3046
2022-11-19,Travel,7616,443,103,9193
2022-11-19,Travel,2919,483,156,2295
2022-11-19,Family,7503,47,171,988
2022-11-19,Family,2928,385,94,9455
2022-11-19,Food,2602,394,27,1221
2022-11-19,Fashion,3951,990,139,5153
2022-11-19,Fitness,7832,998,106,8451
2022-11-19,Food,3874,588,120,8474
2022-11-19,Culture,7538,546,146,6408
2022-11-19,Food,6019,458,131,3384
2022-11-19,Fashion,5030,208,34,8137
2022-11-19,Food,8347,445,135,758
2022-11-19,Culture,1508,901,15,941
2022-11-19,Fitness,4624,857,197,3077
2022-11-19,Fashion,399,967,76,3974
2022-11-19,Culture,8982,55,83,1716
2022-11-19,Fitness,9851,166,4,4835
2022-11-20,Food,6376,256,164,234
2022-11-20,Food,2318,568,12,6929
2022-11-20,Travel,2594,369,150,2024
2022-11-20,Culture,3219,618,111,2156
2022-11-20,Music,8386,327,100,3675
2022-11-20,Culture,1787,134,158,4143
2022-11-20,Food,1423,475,99,5364
2022-11-20,Family,6833,780,41,5065
2022-11-20,Fashion,2653,715,101,1450
2022-11-20,Fashion,9767,608,145,5169
2022-11-20,Music,1501,877,96,4209
2022-11-20,Music,5763,228,23,5731
2022-11-20,Health,5592,408,4,5883
2022-11-20,Travel,907,247,156,1477
2022-11-20,Fitness,7391,108,176,5295
2022-11-20,Family,8509,157,74,8286
2022-11-20,Food,3129,206,80,607
2022-11-20,Travel,4490,582,14,6209
2022-11-20,Culture,8643,639,147,1365
2022-11-20,Food,8931,686,168,8188
2022-11-20,Health,6816,508,22,803
2022-11-20,Fashion,1704,752,59,6420
2022-11-20,Health,2073,313,81,4440
2022-11-20,Fitness,7830,701,27,1423
2022-11-20,Music,4879,720,101,2431
2022-11-20,Music,1084,112,144,317
2022-11-20,Food,8232,175,55,6885
2022-11-21,Travel,7780,491,160,4425
2022-11-21,Health,6316,99,131,1318
2022-11-21,Fashion,3548,262,1,2297
2022-11-21,Culture,4875,251,112,8216
2022-11-21,Fitness,7591,157,71,5895
2022-11-21,Fashion,173,883,151,6494
2022-11-21,Food,140,623,67,5618
2022-11-21,Family,694,74,170,1418
2022-11-21,Travel,6243,936,104,4291
2022-11-21,Music,3166,650,122,1230
2022-11-21,Food,4990,321,36,148
2022-11-21,Health,6455,770,175,8587
2022-11-21,Music,2655,313,88,2943
2022-11-21,Health,2876,959,44,326
2022-11-21,Health,8634,736,122,7420
2022-11-21,Travel,1148,85,119,7367
2022-11-21,Food,8893,899,166,284
2022-11-21,Culture,4522,152,129,3965
2022-11-21,Travel,1867,839,197,1242
2022-11-21,Fashion,2650,146,109,7316
2022-11-21,Family,2369,82,54,9223
2022-11-21,Family,7550,593,57,1806
2022-11-21,Food,8714,190,169,8189
2022-11-21,Fashion,6129,778,22,1698
2022-11-21,Food,5728,738,97,4852
2022-11-21,Health,3745,347,46,5509
2022-11-21,Travel,6922,771,173,9336
2022-11-22,Music,4022,997,189,3137
2022-11-22,Food,4610,595,26,5236
2022-11-22,Culture,3394,283,191,1991
2022-11-22,Travel,2785,746,122,9153
2022-11-22,Health,7917,441,199,5423
2022-11-22,Culture,8404,530,109,7179
2022-11-22,Culture,5886,589,51,7748
2022-11-22,Family,884,984,146,6934
2022-11-22,Travel,6027,779,30,9450
2022-11-22,Family,1877,805,131,3023
2022-11-22,Fashion,8516,685,2,9735
2022-11-22,Culture,1217,146,182,8710
2022-11-22,Fitness,9989,475,71,7298
2022-11-22,Fitness,5107,328,86,1539
2022-11-22,Culture,4415,323,18,3329
2022-11-22,Food,3085,256,165,6854
2022-11-22,Family,9582,731,34,7908
2022-11-22,Fitness,9916,633,19,1006
2022-11-22,Fitness,9089,749,78,6286
2022-11-22,Travel,6067,975,119,2960
2022-11-22,Music,1116,702,32,6063
2022-11-22,Family,7976,128,12,614
2022-11-22,Culture,9366,642,100,7168
2022-11-22,Health,3415,314,170,5936
2022-11-22,Family,8657,189,170,3077
2022-11-22,Food,1896,355,132,4333
2022-11-22,Fitness,1163,927,86,6310
2022-11-22,Fashion,1965,892,126,7919
2022-11-23,Family,4535,193,90,3970
2022-11-23,Fitness,4766,207,162,8539
2022-11-23,Music,969,194,68,8857
2022-11-23,Culture,8508,44,24,3693
2022-11-23,Travel,6010,725,199,5843
2022-11-23,Health,1074,758,103,4977
2022-11-23,Fitness,5432,198,180,3953
2022-11-23,Travel,6925,624,33,2868
2022-11-23,Fitness,2580,247,10,1841
2022-11-23,Travel,4607,606,21,949
2022-11-23,Family,5655,328,21,3619
2022-11-23,Fitness,7877,230,140,6602
2022-11-23,Food,340,857,49,7452
2022-11-23,Food,3329,879,111,5920
2022-11-23,Food,7141,235,153,8152
2022-11-23,Family,8766,657,137,7820
2022-11-23,Food,4538,497,78,1923
2022-11-23,Health,2108,36,176,4642
2022-11-23,Family,7167,4,138,4208
2022-11-23,Family,6976,177,41,8071
2022-11-23,Food,7149,579,12,152
2022-11-23,Music,5373,942,110,2566
2022-11-23,Travel,3955,142,132,7829
2022-11-23,Fashion,9857,622,158,3901
2022-11-23,Music,122,539,40,2403
2022-11-23,Music,7164,64,84,7259
2022-11-23,Fashion,6595,422,16,4320
2022-11-24,Culture,8831,216,75,2091
2022-11-24,Fitness,7588,825,77,5063
2022-11-24,Family,7629,647,77,7810
2022-11-24,Culture,7342,271,159,9874
2022-11-24,Food,19,786,153,2460
2022-11-24,Travel,565,237,12,3734
2022-11-24,Culture,7628,876,119,3440
2022-11-24,Family,8099,975,108,1325
2022-11-24,Culture,7852,497,76,1734
2022-11-24,Fitness,2386,587,187,6725
2022-11-24,Music,8389,616,23,8926
2022-11-24,Family,5658,895,70,4386
2022-11-24,Family,8520,148,28,206
2022-11-24,Music,381,265,52,9498
2022-11-24,Fitness,9500,895,14,9715
2022-11-24,Fitness,9901,333,146,5475
2022-11-24,Health,4092,426,115,8728
2022-11-24,Family,894,162,126,1977
2022-11-24,Music,1715,836,49,7090
2022-11-24,Culture,7554,699,117,3075
2022-11-24,Fitness,5462,405,107,1542
2022-11-24,Food,2644,55,127,2779
2022-11-24,Travel,7681,478,30,2124
2022-11-24,Culture,9008,454,131,1438
2022-11-24,Culture,7446,105,173,7403
2022-11-24,Fashion,5586,205,125,6948
2022-11-24,Culture,489,329,103,1789
2022-11-24,Music,2425,765,39,3701
2022-11-25,Travel,6528,363,89,2214
2022-11-25,Family,4735,182,2,7503
2022-11-25,Health,8206,323,123,8443
2022-11-25,Travel,7476,27,89,2467
2022-11-25,Culture,267,204,60,9785
2022-11-25,Travel,9398,464,105,7580
2022-11-25,Fashion,7512,161,27,4567
2022-11-25,Food,5946,219,160,3274
2022-11-25,Music,3987,895,120,1349
2022-11-25,Family,9381,381,69,611
2022-11-25,Fitness,87,7,9,4488
2022-11-25,Food,3631,288,142,9807
2022-11-25,Travel,3231,663,15,9500
2022-11-25,Family,3851,805,77,9205
2022-11-25,Music,1781,191,138,7430
2022-11-25,Music,4359,534,134,8610
2022-11-25,Food,7709,491,89,4109
2022-11-25,Family,9472,911,129,8621
2022-11-25,Culture,1965,665,17,7729
2022-11-25,Music,9638,416,137,9453
2022-11-25,Health,4735,92,131,4157
2022-11-25,Music,2671,684,21,964
2022-11-25,Fashion,3308,640,81,237
2022-11-25,Fashion,8978,157,92,9800
2022-11-25,Health,7875,521,21,264
2022-11-25,Food,2804,6,3,9472
2022-11-25,Fitness,2707,289,20,9326
2022-11-26,Music,625,965,64,8752
2022-11-26,Health,8734,226,39,4176
2022-11-26,Health,5903,131,5,395
2022-11-26,Travel,784,697,105,5060
2022-11-26,Travel,5416,512,86,8283
2022-11-26,Culture,6315,621,31,2553
2022-11-26,Food,1352,205,127,8179
2022-11-26,Food,1500,371,56,7291
2022-11-26,Family,7086,639,96,6366
2022-11-26,Culture,3404,613,64,3347
2022-11-26,Health,2026,260,125,952
2022-11-26,Family,3440,155,51,1810
2022-11-26,Culture,9638,546,131,6305
2022-11-26,Fitness,8039,100,133,1811
2022-11-26,Family,2338,755,74,7309
2022-11-26,Food,1531,677,116,7891
2022-11-26,Fitness,5502,973,163,5799
2022-11-26,Culture,8617,2,95,7696
2022-11-26,Music,1172,891,161,1675
2022-11-26,Family,7051,38,128,7784
2022-11-26,Fashion,6897,396,119,7530
2022-11-26,Culture,5256,899,116,4260
2022-11-26,Family,2519,444,141,390
2022-11-26,Family,6345,425,87,8314
2022-11-26,Music,4473,377,116,9940
2022-11-26,Family,3167,336,78,2149
2022-11-26,Food,355,92,188,3499
2022-11-27,Family,5614,406,173,7316
2022-11-27,Music,5441,415,185,8388
2022-11-27,Travel,2005,405,183,5139
2022-11-27,Travel,4865,337,194,8954
2022-11-27,Travel,8522,6,83,3263
2022-11-27,Food,260,808,11,9681
2022-11-27,Family,2539,644,165,3800
2022-11-27,Family,5889,731,68,916
2022-11-27,Food,5444,775,66,6774
2022-11-27,Travel,5637,22,53,330
2022-11-27,Culture,4500,485,27,238
2022-11-27,Fashion,690,630,60,3487
2022-11-27,Food,2206,258,26,3818
2022-11-27,Family,2220,922,166,4728
2022-11-27,Fashion,3692,649,106,1829
2022-11-27,Fitness,5904,353,36,5837
2022-11-27,Family,9530,153,138,4335
2022-11-27,Fitness,6930,555,66,4357
2022-11-27,Fashion,1260,281,78,1611
2022-11-27,Fashion,9575,477,98,4621
2022-11-27,Music,3235,238,53,6782
2022-11-27,Music,8764,660,116,1997
2022-11-27,Family,3647,68,79,6127
2022-11-27,Fitness,2152,366,159,8616
2022-11-27,Health,8860,922,40,31
2022-11-27,Health,7782,641,115,8108
2022-11-27,Travel,639,690,80,709
2022-11-27,Fashion,3350,412,75,7556
2022-11-28,Travel,7936,987,54,1515
2022-11-28,Culture,4293,918,71,2528
2022-11-28,Music,770,292,36,7904
2022-11-28,Health,995,37,125,680
2022-11-28,Music,3029,908,65,9413
2022-11-28,Travel,8712,549,25,3936
2022-11-28,Health,4447,258,8,347
2022-11-28,Fitness,6988,140,64,8798
2022-11-28,Health,7365,295,164,5325
2022-11-28,Health,2880,700,145,3848
2022-11-28,Culture,6979,643,150,8013
2022-11-28,Culture,1534,293,13,8262
2022-11-28,Fitness,8757,999,80,4919
2022-11-28,Family,6814,66,82,5508
2022-11-28,Health,5712,925,63,5385
2022-11-28,Family,8787,403,154,4243
2022-11-28,Health,7038,61,18,4207
2022-11-28,Music,2511,972,38,7975
2022-11-28,Culture,7716,439,71,7372
2022-11-28,Travel,4072,969,9,4562
2022-11-28,Family,2225,766,24,173
2022-11-28,Music,7977,982,24,1638
2022-11-28,Fashion,8722,780,8,3177
2022-11-28,Travel,3266,731,103,1095
2022-11-28,Culture,6629,416,47,9342
2022-11-28,Travel,1506,432,99,4906
2022-11-28,Fashion,1609,761,51,2565
2022-11-29,Travel,9273,458,35,1598
2022-11-29,Family,2737,533,38,6225
2022-11-29,Culture,6892,621,153,6451
2022-11-29,Culture,8834,75,154,1473
2022-11-29,Travel,5504,648,121,9561
2022-11-29,Health,4716,848,129,192
2022-11-29,Fashion,9457,127,17,1079
2022-11-29,Music,1991,928,77,958
2022-11-29,Travel,7595,782,92,7748
2022-11-29,Fashion,7587,615,87,1561
2022-11-29,Music,7711,761,7,1996
2022-11-29,Music,9992,221,198,5145
2022-11-29,Health,2088,240,157,8924
2022-11-29,Family,1284,105,122,2494
2022-11-29,Food,8978,28,34,2550
2022-11-29,Family,6866,795,143,7474
2022-11-29,Music,9226,890,152,1286
2022-11-29,Travel,5468,205,40,3437
2022-11-29,Fitness,7860,119,150,110
2022-11-29,Culture,4754,542,175,9999
2022-11-29,Fitness,4601,444,140,4193
2022-11-29,Fitness,3686,293,132,4914
2022-11-29,Fashion,8872,583,107,5902
2022-11-29,Health,5411,3,48,4810
2022-11-29,Travel,9124,483,157,6703
2022-11-29,Travel,9355,614,92,8988
2022-11-29,Fashion,7402,909,104,9988
2022-11-29,Fashion,1788,374,30,1025
2022-11-30,Family,52,184,106,36
2022-11-30,Health,7549,792,79,3453
2022-11-30,Music,1234,988,31,4605
2022-11-30,Culture,5191,150,44,3036
2022-11-30,Fitness,2523,438,2,1369
2022-11-30,Culture,4613,563,13,3195
2022-11-30,Music,370,884,144,5479
2022-11-30,Travel,5491,526,180,7065
2022-11-30,Culture,7381,806,46,5088
2022-11-30,Food,5334,880,100,7920
2022-11-30,Travel,9811,286,133,8987
2022-11-30,Family,9769,802,96,5024
2022-11-30,Music,7851,699,152,5669
2022-11-30,Travel,4270,728,13,6849
2022-11-30,Music,9288,29,84,172
2022-11-30,Food,4922,759,149,9953
2022-11-30,Music,6614,523,4,863
2022-11-30,Food,9785,707,103,6433
2022-11-30,Travel,2003,235,180,3606
2022-11-30,Music,5814,484,36,9240
2022-11-30,Travel,2871,970,6,7688
2022-11-30,Family,9565,642,108,6714
2022-11-30,Culture,7067,738,19,9035
2022-11-30,Health,3648,897,114,5752
2022-11-30,Fashion,6435,39,5,5228
2022-11-30,Travel,4234,929,181,9140
2022-11-30,Fitness,8633,499,132,3983
2022-12-01,Family,1917,880,55,6052
2022-12-01,Fitness,4140,22,106,5164
2022-12-01,Culture,2149,944,128,8609
2022-12-01,Fashion,8317,212,19,1022
2022-12-01,Food,7213,311,82,1483
2022-12-01,Fashion,9978,261,86,17
2022-12-01,Music,4156,886,57,1178
2022-12-01,Travel,1822,139,141,1808
2022-12-01,Culture,626,297,182,5025
2022-12-01,Fashion,5199,413,39,3606
2022-12-01,Family,4528,379,35,7982
2022-12-01,Fashion,6517,930,145,5452
2022-12-01,Travel,800,668,0,5474
2022-12-01,Health,464,439,122,7231
2022-12-01,Travel,6053,537,185,8800
2022-12-01,Culture,7249,33,4,4825
2022-12-01,Health,9797,591,13,3653
2022-12-01,Music,5387,886,4,9699
2022-12-01,Fitness,8208,175,6,2944
2022-12-01,Culture,3646,142,156,2981
2022-12-01,Travel,9362,340,52,5620
2022-12-01,Food,1978,640,112,4491
2022-12-01,Health,9790,754,169,3888
2022-12-01,Travel,890,6,62,299
2022-12-01,Health,4783,248,160,3774
2022-12-01,Family,2460,776,103,5547
2022-12-01,Culture,2131,332,188,3648
2022-12-02,Travel,2611,647,38,6593
2022-12-02,Food,4127,88,99,782
2022-12-02,Fitness,2336,453,180,3734
2022-12-02,Music,5953,50,34,7310
2022-12-02,Family,9258,779,28,2348
2022-12-02,Travel,5029,422,97,3469
2022-12-02,Fashion,2588,239,8,2185
2022-12-02,Health,1218,973,42,2224
2022-12-02,Music,1431,537,26,7556
2022-12-02,Fitness,4518,455,95,6294
2022-12-02,Culture,8577,421,158,4441
2022-12-02,Music,3104,339,17,5940
2022-12-02,Family,5237,153,70,7718
2022-12-02,Travel,3883,213,108,2295
2022-12-02,Fashion,8942,898,150,419
2022-12-02,Travel,5986,201,17,9423
2022-12-02,Food,1186,874,58,622
2022-12-02,Fitness,7720,768,62,8753
2022-12-02,Family,8050,710,132,201
2022-12-02,Culture,8092,365,52,1478
2022-12-02,Fashion,9164,821,32,6356
2022-12-02,Culture,6658,518,83,3194
2022-12-02,Travel,7812,17,29,6199
2022-12-02,Fitness,7149,427,191,7023
2022-12-02,Fashion,4519,660,145,1871
2022-12-02,Family,6729,602,69,3477
2022-12-02,Fitness,3766,750,84,2201
2022-12-02,Food,3798,497,34,2338
2022-12-03,Family,5526,66,46,8686
2022-12-03,Music,97,160,124,8560
2022-12-03,Music,5887,446,179,468
2022-12-03,Health,3927,903,13,4191
2022-12-03,Travel,6683,663,13,110
2022-12-03,Culture,8045,339,1,8638
2022-12-03,Travel,5738,139,160,1929
2022-12-03,Family,5815,135,130,9447
2022-12-03,Family,9913,678,94,3659
2022-12-03,Health,122,783,72,6200
2022-12-03,Music,1253,900,93,1941
2022-12-03,Health,5462,517,153,9084
2022-12-03,Health,3833,600,125,6776
2022-12-03,Travel,1996,752,129,1891
2022-12-03,Fashion,5419,644,139,3856
2022-12-03,Travel,6517,773,193,622
2022-12-03,Health,497,683,199,35
2022-12-03,Culture,3771,548,142,6455
2022-12-03,Fashion,5420,674,29,9171
2022-12-03,Travel,1089,782,72,9496
2022-12-03,Music,5670,396,95,1013
2022-12-03,Culture,6467,530,109,1906
2022-12-03,Travel,7185,284,153,8301
2022-12-03,Food,1512,308,176,4115
2022-12-03,Food,9953,667,5,546
2022-12-03,Travel,532,573,20,5247
2022-12-03,Fitness,8605,932,139,439
2022-12-04,Fitness,6384,806,112,6004
2022-12-04,Fashion,7226,356,14,1522
2022-12-04,Health,5794,752,8,4260
2022-12-04,Fitness,6736,493,42,7632
2022-12-04,Travel,8149,798,199,2856
2022-12-04,Travel,8674,758,75,453
2022-12-04,Music,9725,312,138,3258
2022-12-04,Health,1726,986,35,4689
2022-12-04,Music,9132,992,36,3563
2022-12-04,Culture,3285,223,60,4315
2022-12-04,Fitness,7167,276,79,917
2022-12-04,Music,3737,316,157,9975
2022-12-04,Culture,880,205,58,342
2022-12-04,Fitness,6777,867,194,5583
2022-12-04,Food,4565,335,11,9080
2022-12-04,Fashion,1534,825,13,1259
2022-12-04,Family,1337,853,174,3648
2022-12-04,Travel,2504,494,161,5470
2022-12-04,Health,3906,808,48,4424
2022-12-04,Culture,9577,391,84,948
2022-12-04,Fitness,838,38,186,1973
2022-12-04,Travel,1404,78,23,2625
2022-12-04,Culture,7472,583,14,6810
2022-12-04,Music,4014,749,91,7785
2022-12-04,Food,7741,402,39,5805
2022-12-04,Family,7605,854,52,2213
2022-12-04,Travel,9941,240,146,4990
2022-12-04,Food,6691,949,184,3103
2022-12-05,Fashion,8276,947,134,7960
2022-12-05,Health,7467,627,139,2960
2022-12-05,Culture,9599,467,199,1078
2022-12-05,Health,5014,682,7,2443
2022-12-05,Family,2521,512,119,4419
2022-12-05,Fitness,4488,612,188,4911
2022-12-05,Travel,7306,460,150,8074
2022-12-05,Fitness,9356,287,19,4999
2022-12-05,Fitness,9496,391,40,5705
2022-12-05,Travel,6426,686,65,4656
2022-12-05,Fashion,1175,572,8,797
2022-12-05,Fitness,4394,424,70,269
2022-12-05,Health,5384,109,150,6374
2022-12-05,Fashion,4005,775,33,3631
2022-12-05,Food,5329,67,49,5636
2022-12-05,Family,4917,876,137,5558
2022-12-05,Fitness,390,979,86,1119
2022-12-05,Family,4975,359,175,3023
2022-12-05,Fashion,5854,166,190,1676
2022-12-05,Health,2180,22,73,8772
2022-12-05,Travel,9766,811,124,8257
2022-12-05,Fitness,1499,820,151,3849
2022-12-05,Culture,1477,597,183,8094
2022-12-05,Fashion,6467,943,94,1214
2022-12-05,Fashion,3905,288,9,5499
2022-12-05,Health,969,80,39,2522
2022-12-05,Fashion,41,668,109,1110
2022-12-06,Food,7507,623,185,6253
2022-12-06,Health,362,905,62,2776
2022-12-06,Fashion,3925,206,113,2200
2022-12-06,Fashion,385,10,62,9089
2022-12-06,Music,3228,257,181,2184
2022-12-06,Family,7928,296,59,2947
2022-12-06,Culture,803,480,113,7583
2022-12-06,Fitness,5835,770,199,4664
2022-12-06,Culture,8201,300,30,4741
2022-12-06,Music,2691,17,79,9336
2022-12-06,Health,8911,164,125,428
2022-12-06,Food,547,418,166,7694
2022-12-06,Travel,4296,92,14,5618
2022-12-06,Culture,9682,208,143,3675
2022-12-06,Health,3111,292,92,8212
2022-12-06,Music,5377,909,43,3435
2022-12-06,Culture,3922,53,135,1524
2022-12-06,Music,6095,924,75,6297
2022-12-06,Fashion,1862,621,4,6200
2022-12-06,Family,3838,309,13,7856
2022-12-06,Food,7386,520,116,4249
2022-12-06,Fitness,2008,186,69,2912
2022-12-06,Food,2285,90,180,1548
2022-12-06,Family,4693,641,125,714
2022-12-06,Fashion,1289,435,144,8193
2022-12-06,Travel,4804,419,109,7092
2022-12-06,Music,9681,6,58,8260
2022-12-07,Family,262,989,58,1990
2022-12-07,Fitness,4735,566,7,4258
2022-12-07,Music,6322,718,12,1499
2022-12-07,Food,3858,849,124,1845
2022-12-07,Travel,6214,609,93,967
2022-12-07,Culture,6663,248,185,63
2022-12-07,Music,6660,936,135,4232
2022-12-07,Fashion,5442,107,128,7564
2022-12-07,Music,5134,451,49,7703
2022-12-07,Travel,3896,432,66,1975
2022-12-07,Food,8332,782,6,5460
2022-12-07,Food,4753,261,12,1291
2022-12-07,Fashion,968,837,45,1372
2022-12-07,Culture,8799,275,124,410
2022-12-07,Family,1927,999,61,2932
2022-12-07,Health,543,287,7,290
2022-12-07,Culture,5844,903,73,3412
2022-12-07,Music,9744,911,94,6309
2022-12-07,Health,754,144,79,3327
2022-12-07,Health,6224,744,82,5626
2022-12-07,Family,1099,166,58,2587
2022-12-07,Family,7571,660,34,961
2022-12-07,Food,3677,551,189,620
2022-12-07,Food,5167,783,159,2142
2022-12-07,Family,8370,237,101,1814
2022-12-07,Music,5762,846,66,1670
2022-12-07,Health,806,581,136,2089
2022-12-07,Health,6494,14,158,6868
2022-12-08,Food,7791,151,190,7135
2022-12-08,Food,5452,532,195,1761
2022-12-08,Fitness,2394,63,183,3671
2022-12-08,Family,5979,321,103,5815
2022-12-08,Travel,5506,936,31,9444
2022-12-08,Music,8822,355,33,1737
2022-12-08,Fitness,6034,549,143,7855
2022-12-08,Travel,9052,398,156,2983
2022-12-08,Health,5181,940,48,313
2022-12-08,Health,8231,410,22,5915
2022-12-08,Health,6394,460,169,343
2022-12-08,Travel,7801,509,43,597
2022-12-08,Health,375,684,137,2280
2022-12-08,Food,3786,940,47,6759
2022-12-08,Health,3310,126,29,2676
2022-12-08,Food,7599,233,150,3170
2022-12-08,Music,1639,136,35,2320
2022-12-08,Fashion,7386,755,37,9655
2022-12-08,Health,1878,703,114,1369
2022-12-08,Fitness,8817,577,191,612
2022-12-08,Music,6072,647,42,6511
2022-12-08,Family,7704,658,39,4790
2022-12-08,Fitness,4021,223,155,2373
2022-12-08,Music,8041,814,151,8051
2022-12-08,Food,1738,531,152,1171
2022-12-08,Music,4,401,193,1612
2022-12-08,Music,4625,993,115,8089
2022-12-09,Health,155,559,142,2211
2022-12-09,Family,8882,5,75,2435
2022-12-09,Music,5788,141,16,643
2022-12-09,Music,2911,344,100,1477
2022-12-09,Music,8886,328,30,3709
2022-12-09,Health,9546,126,33,3259
2022-12-09,Culture,2921,879,64,2352
2022-12-09,Food,9570,771,62,3866
2022-12-09,Food,6359,772,96,3231
2022-12-09,Fashion,2710,739,13,380
2022-12-09,Fitness,5039,111,118,4755
2022-12-09,Fitness,508,601,165,7201
2022-12-09,Culture,314,74,53,4513
2022-12-09,Family,9953,782,23,6154
2022-12-09,Fashion,6725,921,102,7077
2022-12-09,Fashion,6238,954,46,7602
2022-12-09,Fashion,3610,588,168,5664
2022-12-09,Culture,643,872,30,5637
2022-12-09,Culture,2160,700,81,8855
2022-12-09,Family,8749,346,9,1686
2022-12-09,Food,852,135,146,6219
2022-12-09,Fitness,8263,502,193,7009
2022-12-09,Food,1093,55,165,6629
2022-12-09,Fitness,969,754,19,932
2022-12-09,Family,6266,93,16,4942
2022-12-09,Travel,4816,928,197,6824
2022-12-09,Food,4706,452,64,7232
2022-12-10,Fitness,7129,865,19,9741
2022-12-10,Travel,4902,215,133,3556
2022-12-10,Fashion,1721,562,185,8489
2022-12-10,Fashion,1749,238,126,5138
2022-12-10,Health,9508,3,144,1758
2022-12-10,Culture,1814,228,42,5305
2022-12-10,Culture,5095,452,4,8811
2022-12-10,Travel,3184,594,154,5353
2022-12-10,Fashion,9106,534,8,1844
2022-12-10,Music,4493,585,44,793
2022-12-10,Fashion,1199,727,182,6607
2022-12-10,Food,7540,791,100,286
2022-12-10,Travel,8335,345,40,3834
2022-12-10,Fitness,6521,972,52,6961
2022-12-10,Music,4889,697,109,5203
2022-12-10,Health,9501,518,28,3128
2022-12-10,Travel,6474,509,128,1748
2022-12-10,Food,7823,863,160,1916
2022-12-10,Fitness,7176,824,59,3843
2022-12-10,Fashion,2984,357,137,9344
2022-12-10,Fashion,3512,200,147,1906
2022-12-10,Family,4899,467,181,8344
2022-12-10,Travel,6482,57,86,5909
2022-12-10,Travel,2578,228,85,9260
2022-12-10,Fitness,5323,839,1,752
2022-12-10,Food,1861,948,86,1978
2022-12-10,Food,1447,747,89,9244
2022-12-10,Health,3357,238,138,9304
2022-12-11,Health,7896,302,124,2683
2022-12-11,Music,4324,341,83,844
2022-12-11,Fitness,3940,215,30,3183
2022-12-11,Fitness,6651,983,146,328
2022-12-11,Fashion,8108,660,13,734
2022-12-11,Music,1124,400,176,8404
2022-12-11,Fashion,7204,816,122,8564
2022-12-11,Culture,7690,725,15,3566
2022-12-11,Fashion,9371,186,124,7887
2022-12-11,Fitness,1858,961,108,1007
2022-12-11,Music,8313,158,47,2579
2022-12-11,Fashion,2635,606,124,6796
2022-12-11,Health,2163,899,146,628
2022-12-11,Health,670,209,39,3608
2022-12-11,Fashion,3812,137,10,1167
2022-12-11,Fashion,2057,943,185,7274
2022-12-11,Family,5169,741,11,5707
2022-12-11,Food,4735,278,15,5507
2022-12-11,Fitness,5978,851,156,7722
2022-12-11,Health,7437,154,56,7399
2022-12-11,Music,7324,589,142,7841
2022-12-11,Health,1442,58,21,7868
2022-12-11,Music,9939,141,76,4851
2022-12-11,Music,5625,342,82,6372
2022-12-11,Culture,3888,959,184,7480
2022-12-11,Travel,4742,109,112,7947
2022-12-11,Fitness,2462,497,4,2352
2022-12-12,Health,1699,60,68,3986
2022-12-12,Fitness,6931,122,91,7434
2022-12-12,Family,4003,710,51,1000
2022-12-12,Health,4275,656,145,7712
2022-12-12,Fitness,7475,710,63,3474
2022-12-12,Family,5750,549,142,9412
2022-12-12,Health,6695,567,107,5585
2022-12-12,Food,3392,795,108,8781
2022-12-12,Travel,3278,326,39,1385
2022-12-12,Family,5522,422,14,7738
2022-12-12,Fashion,5537,937,123,8663
2022-12-12,Music,5667,129,47,4350
2022-12-12,Fitness,6757,290,117,7406
2022-12-12,Music,54,539,157,6878
2022-12-12,Family,7008,471,197,5217
2022-12-12,Music,4615,124,90,6930
2022-12-12,Family,294,300,140,4952
2022-12-12,Fitness,723,740,142,6920
2022-12-12,Fashion,7458,856,169,8626
2022-12-12,Music,9955,585,183,2180
2022-12-12,Music,6220,973,180,5428
2022-12-12,Travel,7158,415,179,1804
2022-12-12,Fitness,2503,908,9,9398
2022-12-12,Culture,1242,47,138,7342
2022-12-12,Travel,6226,291,49,8720
2022-12-12,Food,9220,246,133,6448
2022-12-12,Culture,9637,557,110,2876
2022-12-12,Family,1586,847,195,1162
2022-12-13,Music,418,484,139,3519
2022-12-13,Culture,2476,945,19,7319
2022-12-13,Travel,2002,572,42,3375
2022-12-13,Culture,4263,860,82,2813
